Student Data,,,,,,,,,,,,,,
Independent variables,,,,,,,,,,,,,,
First Term Gpa' numeric,,,,,,,,,,,,,,
Second Term Gpa' numeric,,,,,,,,,,,,,,
First Language' numeric,,,,,,,,,,,,,,
 Funding numeric,,,,,,,,,,,,,,
School numeric,,,,,,,,,,,,,,
FastTrack numeric,,,,,,,,,,,,,,
Coop numeric,,,,,,,,,,,,,,
 Residency numeric,,,,,,,,,,,,,,
Gender numeric,,,,,,,,,,,,,,
Previous Education' numeric,,,,,,,,,,,,,,
Age Group' numeric,,,,,,,,,,,,,,
High School Average Mark' numeric,,,,,,,,,,,,,,
Math Score' numeric,,,,,,,,,,,,,,
English Grade' numeric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Dependent variable,,,,,,,,,,,,,,
"FirstYearPersistence {1,0}",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0,0,1,2,6,2,1,1,2,1,1,59,16,7,1
2.5,2,3,4,6,1,2,2,2,1,3,?,?,7,1
4.25,3.923077,1,1,6,2,1,1,1,2,3,92,41,9,1
3.020833,2.321429,3,4,6,1,2,2,2,2,3,?,?,8,1
4.275,4.326923,1,2,6,1,1,1,1,2,3,97,?,9,1
4.357143,4.326087,1,2,6,2,1,1,2,2,3,101,45,9,1
2.210526,1.375,1,2,6,2,1,1,2,1,1,68,20,7,0
2.045455,2.961538,1,2,6,2,1,1,2,1,1,79,34,9,1
4.285714,3.608696,1,2,6,2,1,1,1,1,2,98,39,9,1
2.863636,1.3,1,2,6,2,1,1,2,1,1,78,29,7,1
2.75,2.75,3,4,6,1,2,2,2,2,3,?,41,8,1
2.125,2.136364,1,2,6,2,1,1,2,1,2,73,18,7,1
1.46,0,1,2,6,2,2,1,2,1,1,81,17,9,1
4.421053,4.315789,1,2,6,2,2,1,2,1,4,95,38,7,1
3.791667,3.979167,?,4,6,2,2,2,2,1,4,?,47,8,1
3.717391,3.895833,3,4,6,1,2,2,2,2,3,?,?,10,1
4.233333,4.277778,1,2,6,2,2,1,1,2,8,?,?,9,1
3.413043,3.346154,3,8,6,1,2,1,2,2,8,?,?,7,1
3.375,3.696429,3,4,6,1,2,2,2,2,3,?,?,4,1
3.785714,3.431818,3,4,6,2,2,2,2,1,3,?,48,10,1
3.58,3.346154,3,4,6,1,2,2,2,2,3,?,?,8,1
3.086957,2.65625,1,2,6,2,2,1,2,1,1,80,28,9,0
4.5,4.421053,1,2,6,2,2,1,1,2,3,?,32,9,1
3.6,3.190476,3,4,6,1,2,2,1,1,3,?,?,9,1
3.425,3.175,3,4,6,2,2,2,2,2,3,?,?,8,1
3.770833,3.5,3,4,6,2,2,2,2,1,2,?,48,9,1
2.071429,3.166667,3,2,6,2,1,1,2,2,6,?,41,8,1
2.55,3.022727,3,2,6,1,2,1,2,2,8,?,?,8,1
3.782609,3.269231,3,4,6,1,2,2,1,2,2,?,?,8,1
3.979167,4.037037,3,4,6,1,1,2,1,2,3,?,?,7,1
2.645833,3.020833,3,4,6,2,2,2,2,2,1,?,39,8,1
4.5,4.5,1,2,6,2,2,1,2,2,3,97,43,9,1
3.065217,3.210526,3,2,6,2,1,1,1,0,4,?,26,9,1
2.125,1.409091,3,2,6,2,2,1,2,1,2,81,31,9,0
1.6,2.566667,1,2,6,2,1,1,2,1,2,68,21,7,1
4.225,4.428571,3,4,6,2,2,2,1,1,1,?,46,9,1
3.595238,3,3,4,6,2,2,2,2,1,2,?,48,8,1
3.82,3.611111,1,2,6,2,2,1,2,1,3,85,20,9,1
3.928571,4.190476,1,2,6,2,2,1,1,2,4,?,40,9,1
2.565217,2.153846,1,1,6,2,1,1,2,1,1,83,25,9,1
2.52381,1.823529,3,2,6,2,1,1,2,1,2,60,16,4,1
4.309524,4.095238,1,2,6,2,2,1,1,1,2,95,48,9,1
3.865385,3.844828,3,4,6,1,2,2,2,2,3,?,47,4,1
2.05,2.555556,1,2,6,2,2,1,1,1,1,76,23,10,1
3.47619,2.975,1,2,6,2,1,1,1,2,3,87,32,9,1
3.304348,3.326923,3,4,6,1,1,2,1,1,3,?,?,8,1
1.105263,0,1,2,6,2,2,1,2,2,2,82,22,7,0
2.23913,2.361111,3,4,6,2,2,2,2,2,1,?,32,8,1
3.54,2.521739,1,2,6,2,2,1,2,1,1,81,34,7,1
3.526316,2.477273,1,2,6,2,1,1,2,1,1,78,19,7,1
1.78,?,1,2,6,2,1,1,2,1,1,87,28,9,0
4.38,4.425,1,2,6,2,2,1,2,1,4,74,26,9,1
3.027778,2.235294,3,4,6,2,2,2,2,1,2,?,29,9,1
2.309524,3.043478,3,4,6,1,2,2,2,1,3,?,?,8,1
2.875,3.068182,3,4,6,1,2,2,2,2,3,?,?,8,1
3.826087,3.704545,1,2,6,2,2,1,1,1,6,80,26,9,1
3.32,1.333333,1,2,6,2,2,1,2,1,3,?,32,9,1
2.875,2.795455,1,2,6,2,1,1,2,1,1,88,43,9,1
3.456522,3.52381,3,2,6,2,1,1,1,1,2,90,40,8,1
2.695652,2.630435,1,1,6,2,1,1,2,1,1,73,29,9,1
3.06,3.304348,3,4,6,1,2,2,2,2,3,?,45,8,1
3.277778,3.44,3,4,6,1,2,2,2,1,3,?,?,9,1
0.2,0,3,2,6,2,1,1,2,0,3,17,23,9,0
2.94,1.727273,1,2,6,2,2,1,1,1,2,75,19,9,0
0,?,1,2,6,2,2,1,2,0,4,50,26,9,0
1.857143,?,?,4,6,2,2,2,2,1,1,?,47,7,0
3.804348,3.714286,3,4,6,2,2,2,1,2,2,?,40,4,1
4.065217,3.72,1,2,6,1,1,1,2,2,3,74,?,9,1
1.526316,0.157895,1,2,6,2,2,1,2,1,2,48,21,7,0
1.710526,0.346154,2,2,6,2,1,1,2,1,2,63,10,7,0
2.956522,3.52381,3,4,6,2,2,2,1,2,1,?,35,8,1
2.157895,3.552632,3,4,6,2,1,2,2,1,2,75,49,8,1
4.02381,4.184211,3,2,6,2,2,1,2,2,5,?,44,10,0
1.975,0,1,2,6,2,2,1,2,1,3,69,?,9,1
0.4375,0,1,2,6,2,2,1,2,1,1,72,20,7,0
3.925,3.02381,1,2,6,2,2,1,2,0,4,?,39,7,1
2.571429,2.388889,1,2,6,2,1,1,2,1,1,87,38,9,1
3.4,3.326087,1,2,6,2,2,1,2,1,3,79,35,3,1
3.521739,3.288462,3,4,6,1,2,2,1,1,3,?,?,7,1
0.543478,0,3,4,6,2,2,2,2,1,3,?,27,?,1
2.369565,2.6875,1,2,6,2,1,1,1,1,1,86,22,10,1
3.347826,2.704545,3,4,6,2,2,2,1,1,1,?,31,4,1
3.456522,2.98,3,4,6,1,2,2,2,2,3,?,?,9,1
?,?,3,4,6,2,2,2,1,1,1,?,19,7,0
3.880952,3.434783,1,2,6,2,1,1,2,1,1,82,42,9,1
1.541667,1.934783,1,2,6,2,2,1,2,1,1,74,24,9,1
3.56,3.318182,1,2,6,2,1,1,2,1,1,80,29,9,1
0.157895,0,1,2,6,2,1,1,2,1,1,77,19,7,0
3.854167,3.66,?,4,6,2,2,2,2,1,2,?,49,8,1
2.58,2.282609,1,2,6,2,2,1,2,1,2,67,19,7,1
3.882353,3.605263,1,2,6,2,2,1,2,2,3,84,25,9,1
2.210526,2.363636,1,8,6,2,2,1,2,1,7,?,16,9,1
4.217391,4.333333,3,2,6,2,2,1,1,2,7,?,46,10,1
3.354167,3.681818,1,2,6,2,2,1,2,1,2,81,20,7,1
2.928571,2.375,1,2,6,2,1,1,2,1,3,65,36,9,1
3.452381,1.090909,3,4,6,2,1,2,2,1,3,?,47,10,1
3.068182,2.977273,1,2,6,2,1,1,2,1,2,77,32,?,1
3.818182,3.75,3,4,6,2,2,2,2,1,2,?,47,10,1
1.230769,1.625,1,2,6,2,2,1,2,1,1,72,23,7,1
3.916667,3.815789,1,2,6,2,2,1,2,1,1,93,39,9,1
1.176471,1.95,1,2,6,2,1,1,2,1,2,52,16,7,1
2.275,1.9,3,4,6,1,2,2,2,2,3,?,?,4,0
3.875,4.119048,1,2,6,2,2,1,2,1,1,85,40,10,1
1.568182,?,1,2,6,2,2,1,2,0,3,60,29,8,0
4.434783,4.46,1,2,6,1,2,1,1,2,3,?,?,9,1
2.416667,2.365385,3,4,6,1,2,2,1,1,3,?,?,7,1
1.59375,2.978261,3,2,6,2,1,1,2,1,1,?,36,7,1
2.304348,1.809524,3,4,6,1,2,2,2,2,3,?,?,8,1
3.5,3.5,3,4,6,1,2,2,1,2,3,?,?,4,1
0,?,1,2,6,2,2,1,2,1,1,77,29,7,0
4.095238,3.97619,1,2,6,2,2,1,1,1,1,102,?,9,1
3.354167,3.821429,3,4,6,1,2,2,2,2,3,?,?,8,1
0,?,3,4,6,1,2,2,2,2,3,?,?,8,0
3.083333,3.522727,1,2,6,2,1,1,2,1,3,96,42,9,0
4.261905,4.340909,1,8,6,2,2,1,2,2,8,?,38,9,1
4.23913,4,1,2,6,2,1,1,1,2,3,92,26,9,1
2.9,2.886364,3,4,6,1,2,2,2,2,3,?,?,8,1
3.5,3.692308,3,4,6,1,2,2,1,2,4,?,?,8,1
3.565217,3.28,3,4,6,1,2,2,2,1,2,?,?,9,1
1.525,0,1,2,6,2,2,1,2,1,2,73,16,9,0
2,1.388889,1,2,6,2,1,1,2,1,1,78,22,7,0
1.285714,1.458333,3,4,6,1,2,2,1,2,3,?,?,10,1
0,?,1,2,6,2,2,1,2,1,4,53,25,9,0
3.409091,3.194444,1,2,6,2,2,1,2,1,3,48,15,9,1
3.173913,3.18,3,4,6,1,2,2,2,2,3,?,?,10,1
2.1,2.386364,?,4,6,2,2,2,2,1,3,?,44,8,0
3.025,3.275,1,2,6,2,2,1,2,1,1,82,29,9,1
2.434783,2.307692,3,4,6,1,2,2,2,1,3,?,?,8,1
3.568182,3.236842,3,4,6,2,2,2,2,2,1,?,45,9,1
2.90625,1.884615,3,2,6,2,2,1,2,1,1,79,27,9,1
3.35,3.361111,3,2,6,2,2,1,1,2,3,?,46,4,1
4.131579,3.891304,2,2,6,2,2,1,2,2,6,?,46,8,1
4.357143,4.409091,1,2,6,2,2,1,2,1,3,85,48,10,1
4.076923,4.434783,1,2,6,1,2,1,2,2,7,93,?,10,1
0.947368,2.03125,1,2,6,2,2,1,1,1,1,78,14,7,0
4.08,4.175,1,2,6,2,2,1,2,2,7,?,21,9,1
3.895833,3.857143,1,2,6,2,2,1,1,2,2,86,21,9,1
2.289474,2.478261,1,2,6,2,2,1,2,1,2,?,15,7,1
3.16,3.545455,1,2,6,2,2,1,1,1,1,97,38,9,1
3.428571,3.4,3,4,6,2,2,2,2,1,4,?,43,8,1
3.541667,3.021739,1,2,6,2,2,1,2,1,2,90,30,9,1
3.904762,2.590909,3,4,6,2,2,2,2,2,1,?,42,9,1
4.285714,4.019231,3,5,6,2,2,2,1,1,3,?,49,8,1
3.942308,3.769231,3,4,6,1,1,2,2,2,3,?,?,4,1
3.673913,3.942308,?,4,6,1,2,2,2,2,5,?,?,7,1
3.880952,3,1,2,6,2,1,1,1,1,1,90,43,9,1
